""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu2"	8470	3735	3725	6880	6439	34895	5756	26539	1997	30870	17342	3434	10663	1435	21433	13806	2967	1070	6752	6932	10060	15336	13724	2957	2465	1527	15732	11654	9973	6899
"otu20"	4438	13985	13317	10166	4126	7687	4825	2802	65285	1130	9331	27214	8642	9749	2359	4575	15398	4927	4855	3438	92798	17100	10033	3700	11486	15840	14278	11784	1622	11468
"otu21"	3593	7450	5060	3130	5626	26028	4906	4326	17000	2643	247	31529	14026	4248	2692	5319	3635	9463	9377	3453	4559	1914	2301	7875	36774	6739	10893	12830	8660	15858
"otu22"	10331	6538	7084	37389	21268	2362	1532	5076	8777	856	29388	9012	5254	11334	24538	7562	302	32585	33239	8921	9179	5949	5551	2183	5435	35233	5278	2055	16744	35507
"otu23"	2846	2792	1314	5818	2013	929	5344	6897	1266	13420	2284	1372	1749	7316	1835	890	4486	2047	4172	22729	10128	2823	2365	1294	17729	768	2548	18941	10356	5880
"otu24"	4738	1537	3158	3090	12506	2864	24603	9504	6777	7071	1809	6130	13414	9035	50387	38581	17953	4099	5678	14139	1645	5624	23184	18010	5559	13466	7147	2907	11539	8100
"otu25"	15088	20212	17290	42112	5475	9875	2391	7570	6621	6562	15154	4566	3453	14912	1945	1888	3050	4539	4395	2679	20263	3428	17548	2060	9323	11492	17499	1490	2274	3036
"otu26"	2220	3221	30079	4951	5500	4547	2143	3158	35883	5480	3832	4869	2350	2371	2404	18794	10912	14763	2631	28019	3088	7539	2277	10687	9590	28489	29502	11081	4615	17309
"otu27"	28241	28085	14143	2717	6812	10038	3216	3098	6211	8140	9442	47612	1779	6229	12660	16029	779	6342	1598	41339	6375	8807	1274	2157	2720	33507	17014	724	1733	653
"otu28"	11531	14566	10616	6695	4821	1231	10330	733	864	4346	11363	2537	6073	22450	14115	4158	8232	831	10698	2346	12176	7659	1618	9589	21349	5956	9541	1573	2405	3618
"otu29"	5909	1902	21379	5548	11021	4510	10277	5498	12316	11049	7889	9795	10906	4794	6831	2098	104460	9323	4312	3175	109804	3673	2214	25111	16530	4851	1048	33401	1635	10403
"otu3"	24202	16950	1604	1203	25648	4917	13775	3099	6766	2562	2212	2876	6810	1802	2326	1661	2004	6427	4379	20117	4541	1489	22499	21577	12289	5061	6324	3596	5964	2560
"otu30"	5197	9117	32785	11913	3095	3983	9757	2956	12864	3235	5199	2279	7750	8735	22084	5284	9248	6819	3522	76180	2681	9131	2543	2517	480	3310	4383	15342	3806	18147
"otu31"	17300	10865	1191	5776	3488	4573	21012	2470	8526	27853	7081	16829	4646	5786	30224	10106	3648	13375	3858	5250	2630	28176	5732	5273	5698	11830	2168	4584	24174	3200
"otu32"	8553	8998	4335	21047	11568	11252	65825	18690	9731	8002	12748	2080	4058	1592	3626	2383	3451	2618	5927	41350	17864	15677	13640	2619	1490	14342	2277	12441	1121	4269
"otu33"	9937	3085	4891	7256	33633	3427	15993	1883	19413	58721	3061	11011	7259	9056	6543	8019	614	1629	6200	3529	10798	5158	1713	14510	6951	1149	1928	22866	9795	10969
"otu34"	11925	2672	763	3213	12075	5458	775	3414	8113	4375	3278	3517	5363	681	2262	47529	27254	15632	1944	2781	4109	10266	5359	171632	3002	2594	13186	6049	930	15838
"otu35"	5207	25896	2832	16397	3354	10637	2676	5173	2145	25606	37053	9377	1761	7708	2667	14865	15655	6553	4093	2523	1262	6594	19495	2404	6941	5047	8981	5007	886	8309
"otu36"	1003	27983	1419	7311	4173	4371	9838	11282	2039	8521	8351	6849	29593	3974	21804	18247	12936	9083	9568	15457	11772	8176	3602	6807	24687	3373	4742	3086	6089	2838
"otu37"	35107	6047	2662	826	25637	10893	13357	5953	32885	6380	5677	42727	22874	3332	1781	37727	3693	13739	9577	4403	2874	9060	5787	779	5553	2106	17266	2122	3464	73690
"otu38"	7765	758	21195	20656	17942	6832	9276	34800	11326	5451	14836	4423	4717	9815	4748	50011	1371	4702	6140	10628	7157	10127	2373	42849	3105	2910	6663	8380	13414	5191
"otu39"	1064	7675	2124	16955	1348	9103	2666	2323	7297	1884	2209	1423	655	6233	7768	10969	48427	2314	12243	3096	919	2669	12803	4042	18703	3354	10698	9036	7718	2533
"otu4"	1199	4468	6076	3686	2760	3340	8442	2875	21771	6241	4846	29001	8994	6067	7806	3885	725	29285	14887	8257	30493	13284	13945	9029	488	7255	62692	4427	38361	883
"otu40"	12119	921	14038	3031	12880	750	4164	14655	3371	2544	6379	10853	1475	2059	18872	3418	15937	5100	68035	3802	4725	41304	5280	4429	22880	13886	8956	3648	16467	3894
"otu41"	24547	2397	31490	11333	11759	25704	9928	13714	17590	10096	5063	4424	11300	16397	9550	3994	5482	1994	54785	49012	7819	14736	1905	8274	13794	28895	4564	3825	4417	52265
"otu42"	12608	3058	3174	18594	2888	4905	1364	2798	8791	5241	24928	15052	8140	1600	9908	21303	8094	721	7711	7269	1649	15318	13469	12015	13629	5513	3218	10357	15860	1801
"otu43"	17593	32199	4523	17003	9348	4470	7360	7464	3442	19095	10489	11057	13792	4437	9474	7266	9279	1130	4147	4016	23913	31382	5932	16840	11274	8646	3799	8598	1369	2808
"otu44"	3260	10382	34560	4068	1791	12414	37333	6354	20513	29664	21471	16201	4636	3459	1556	19696	4038	5106	1521	13739	9696	10450	1379	3265	1259	12054	6685	24487	7014	6211
"otu45"	1758	5337	17409	1039	9407	43485	19148	3903	4153	3365	6324	15278	4857	15169	13725	12577	10818	4336	7011	642	403	2417	8943	20951	4399	41661	1596	1917	10080	8964
"otu46"	10034	1837	16223	33002	3273	9042	2038	3600	8753	2985	2129	10886	20247	1559	9947	10964	24054	7858	5312	2058	2356	2658	25944	2219	18752	4021	33614	6601	7835	2014
"otu47"	11460	5282	10431	1410	2293	3302	5082	16639	6407	10077	12253	876	8695	4102	3113	493	4427	5313	6093	9740	11834	3196	1575	11887	4572	5880	5770	3586	41797	5316
"otu48"	13639	4866	3733	11023	2405	11805	1762	1590	3697	33054	11590	4770	4030	2501	7473	10283	19020	6518	3762	2072	26497	5099	8681	12219	4670	5038	6958	16875	4192	18838
"otu49"	1662	19309	29283	16993	7388	2608	33487	11104	10295	9253	3393	8375	19101	8267	70123	1307	5068	2129	17938	2731	2478	1306	7399	3959	4153	24641	5178	4455	6333	2456
"otu5"	7838	2243	5761	5009	5450	17181	8737	17668	5164	309	5465	6680	3393	5049	3512	2965	2646	4963	28065	4885	1563	17545	4747	2320	3293	1799	6532	10825	5516	3861
"otu50"	5941	1419	1485	5304	12843	56194	4049	10797	14521	10234	925	21508	16436	3379	15498	11785	14452	8194	982	4000	11423	3620	3483	7206	8611	10016	30996	1697	3219	13771
"otu51"	6097	7181	3600	1551	4067	78331	2098	3834	4720	1809	987	7555	2117	59316	1987	14195	5278	8159	22415	5076	6246	17727	5082	5729	5883	2578	5659	1491	5676	2764
"otu52"	2286	2227	17962	5155	5659	10675	19759	4107	680	2655	1402	5787	32074	5175	8222	11424	3542	1212	1255	16782	1981	4222	37824	2406	4422	5782	2817	6045	3113	2478
"otu53"	2336	21396	5289	7508	959	2216	875	8287	3691	3807	7745	7452	2346	8086	19739	2961	14313	1788	2318	11625	10995	17947	3244	2665	4195	4501	15299	4335	2475	64773
"otu54"	65687	16203	34287	4755	5174	14734	9236	2876	2483	52277	44015	7830	3532	24866	17098	7195	6767	7689	46743	15017	8609	1715	18249	1584	21249	5105	5652	2319	10354	22009
"otu55"	11170	4743	9418	1017	9206	1346	2916	2481	2012	8360	4136	4479	3634	3935	925	19946	12428	2440	1437	3499	1379	2139	9128	4283	7803	15810	11242	9158	1992	2872
"otu56"	11529	2613	2245	4242	5907	2296	1926	12769	8693	16521	2060	5301	6431	1745	3668	4829	8571	7016	43043	3891	7694	9605	14550	8130	1935	11522	27821	12574	10629	2370
"otu57"	8534	4284	5803	6900	8626	4187	3406	6171	8792	3057	23284	3493	65164	3996	10327	3468	20768	7025	4933	4006	5775	12621	37913	3479	7422	2377	1224	944	2137	6403
"otu58"	15453	24911	7994	1602	3492	1928	2622	14059	8581	7168	4604	2032	8826	21784	10028	4115	16883	5744	7262	22276	2405	4284	1345	15402	36527	9166	10358	7347	29734	8170
"otu59"	23442	1932	33566	61030	2254	10247	2250	1150	934	1898	4552	6165	19251	13025	12066	9566	5373	2100	5502	2715	2784	19707	13133	3667	4624	8132	12981	4120	3100	6059
"otu6"	5699	3805	53661	19250	1886	315	6225	3690	3598	3792	6469	1983	21195	18812	11796	3537	12812	16043	4928	10437	2613	4922	10296	7409	1420	2465	1591	5216	1085	4983
"otu60"	9857	2219	16654	1459	2432	8097	398	4158	7431	9815	3336	3338	6712	7846	3195	935	5641	17466	1948	5610	2807	6696	4214	988	19029	11217	1741	4701	2365	2821
"otu61"	489	11367	5164	16370	12343	8534	5272	13527	8118	6704	8061	1421	11720	2010	2466	4559	13255	4675	4029	8268	3690	10210	3397	10177	35274	11631	1148	19357	18691	8657
"otu62"	2716	10631	11294	1264	7258	20094	11871	120096	2023	16099	1912	74947	12783	3663	4210	1668	32794	7413	7466	3044	19052	2918	2386	14833	5872	10525	10074	6089	13257	2573
"otu63"	5533	3083	13124	2587	7538	2153	4107	21573	1179	11505	18806	2136	17053	8259	3375	18886	3183	126238	9578	15947	5635	12180	3744	4546	1784	1024	32928	6006	5928	35305
"otu64"	8102	3205	13918	17788	2297	5333	9787	3699	22965	2486	12310	31177	2088	20308	8575	9905	4050	7079	4480	10728	3358	8417	5576	16955	1924	8266	7933	3041	14123	237
"otu65"	2191	5483	3039	24749	15318	37650	1722	4005	2055	7871	22522	1819	1477	15976	66702	10041	2482	8689	9436	708	16821	10231	82343	2308	2051	1133	7669	14886	3651	24573
"otu66"	3164	13593	2570	7864	17295	3033	8433	10852	1500	17914	11394	22137	3622	25586	2278	2805	11637	2395	2472	8970	9593	3742	1785	6980	10197	5899	2323	24230	687	17124
"otu67"	8593	2678	24509	34551	4370	3286	6439	24573	5706	18287	3571	16881	9351	11084	6267	3801	11197	17896	2608	4145	3961	4225	2967	2404	3129	15891	9349	12063	1180	16547
"otu68"	5188	4073	1845	39110	8452	5488	26998	7977	5813	5291	3198	8113	2826	5256	2497	1768	391	10810	9608	15085	1191	16795	7164	16242	21076	18845	1838	2945	9945	1468
"otu69"	1102	7402	20254	32545	4313	16666	2026	15068	1152	1086	12327	14596	13835	6431	1220	22898	2947	12008	841	2434	6251	1853	5944	8909	6703	2204	14609	2483	14943	2405
"otu7"	5556	1227	2269	10487	9600	5107	14954	35370	11903	17726	3451	10566	9043	18911	6624	22413	1611	18819	521	13003	23860	2756	33934	8185	3694	16713	3053	23041	11242	4837
"otu70"	3626	68865	1189	1163	7001	2412	8220	10088	4710	5229	12693	15242	1133	2238	2228	4274	3074	1470	6668	8644	9984	5304	5488	10243	624	6212	7753	14263	23968	883
"otu71"	4509	3396	3136	2840	9730	17629	10254	33918	5921	8656	10062	1278	11858	17315	7471	10244	1408	5940	19262	6742	5212	888	9921	2163	2179	5803	2227	20816	18124	5328
"otu72"	22389	38313	1417	2663	33283	938	2224	1547	21216	7156	2794	2638	1153	7575	1858	9285	3381	4308	2268	10108	2513	5781	20506	3772	2346	1782	1015	3217	1966	6452
"otu73"	9250	3734	13017	4218	4177	3080	9273	4704	4226	4005	5387	3798	6192	13106	7104	1374	992	3528	40794	11061	6774	19020	9186	14703	928	47127	12313	10537	4283	3177
"otu74"	5297	4662	5959	3432	29949	5027	2507	3350	2110	1066	17283	11921	19008	2129	26313	4735	992	15088	5767	1122	5407	3777	5909	6198	8164	10467	7539	32689	36388	2002
"otu75"	2322	5418	4292	7988	19722	9474	3521	3980	25921	9149	8186	8727	2821	4644	2923	2558	7223	4410	3797	7341	15102	7774	7359	1926	10408	6188	17039	5451	8196	2591
"otu76"	6520	2664	9688	9619	2189	6693	8265	2307	4479	11091	3132	4190	5506	51922	1757	14034	5213	1195	14435	1392	1164	7578	5481	1501	75486	8183	16372	4322	372	1324
"otu77"	69070	10351	829	495	119908	6774	13139	13367	2848	13406	12169	22873	6188	6106	11244	1624	49332	2097	6376	20311	31583	6767	28713	20536	13385	653	20239	9180	15282	18071
"otu78"	1735	2764	15421	9425	1981	20487	14624	6899	10370	9864	3107	2926	1806	12916	2052	10285	1400	2824	3785	10188	1088	5388	1081	11457	15375	11738	4399	6170	21388	13675
"otu79"	4196	15333	18553	1657	441	806	2848	17293	4798	1771	3949	6387	9158	2627	2442	27488	2923	1952	752	1738	9728	6527	5828	6182	12588	8901	2863	13792	16493	2516
"otu8"	8540	3348	11992	7235	16102	2652	13725	5052	17950	16872	3102	2942	10656	80073	4552	4264	4064	487	14430	973	25192	1230	15338	1900	14043	1307	2016	2222	5227	1534
"otu80"	23553	60044	4463	6336	4513	13542	6377	6857	2388	14590	20489	3388	5721	4684	4823	3522	3154	4323	6280	17512	6243	7900	2978	2235	14242	1165	15347	4024	3235	3265
"otu81"	7040	5849	1980	1138	11597	2763	3568	13167	1736	3346	21505	1690	8042	17545	5662	2474	5482	13863	3529	12240	1704	3408	8099	2470	1680	16410	8318	9133	7147	6064
"otu82"	13052	16327	10990	12279	2241	1301	5927	35036	32021	12550	5354	21089	5347	3783	4916	5575	23978	5076	2275	3237	8092	10975	8156	4564	1881	10178	17369	6584	10290	4991
"otu83"	8201	3599	2194	3703	4035	9690	5222	5763	10387	9501	17406	5400	6266	5407	8154	2594	5612	31948	10988	2177	3752	3210	1951	24111	3292	8616	11484	140301	4697	11942
"otu84"	15165	6475	5489	1020	8525	2922	9342	8301	9280	2392	2838	5579	6407	1299	16986	4158	3286	14574	8217	995	5712	10551	9447	16627	10913	28311	7569	6978	19975	23889
"otu85"	6391	10031	8274	4401	8934	3577	4651	14600	7823	1745	4810	16596	2948	5736	7450	19353	1441	2772	43567	24219	4046	6819	17316	2075	75063	12384	1109	2505	2316	8551
"otu86"	3167	11817	6659	30095	10157	6415	9494	2225	14672	2139	11121	17718	4976	3242	4615	3705	2633	26293	19909	4297	6574	22067	3847	2575	2856	6191	10401	2593	3241	3892
"otu87"	5782	33586	32708	2613	6218	8474	3612	2917	1606	3359	13469	13529	34036	19108	22784	9496	4970	2998	16798	7776	12515	8218	20552	4294	7772	4761	5837	4888	8902	11683
"otu88"	4049	2229	7566	7317	7913	5476	21007	36473	7338	7956	14663	3571	18853	4361	8004	8485	1491	2032	998	11921	3480	2175	5706	8859	2359	10774	4393	801	3716	4844
"otu89"	2801	3588	3994	2125	3028	12372	1005	15802	7030	4419	4271	2028	6398	2127	29697	17875	7992	12184	8342	23818	7587	32083	6401	4321	3146	10795	4535	6246	3404	1034
"otu9"	5932	914	13194	1587	16736	1491	4769	2722	2163	9465	5797	6531	3662	18411	2060	12051	13170	3948	2646	6684	2993	43641	1478	5149	11909	2408	1577	526	6070	7939
"otu90"	12317	25911	27594	17332	23841	7704	40488	21561	10780	2253	28504	6924	5252	24877	5060	5769	5245	10256	480	4510	2828	2049	67447	2266	1159	47376	4940	2220	16999	38624
"otu91"	1721	5864	6881	2842	11361	23167	5197	1924	5413	3547	4148	4231	3332	5286	3112	9875	2326	4620	3525	8009	4287	11474	6380	786	10237	8535	20230	1666	6095	17497
"otu92"	2575	3142	5329	2161	1547	4227	2074	575	8414	9500	5176	3515	5697	2740	3247	1575	11152	21499	8293	40757	39618	1030	6911	31443	3529	1421	7399	19761	13632	4549
"otu93"	3132	10169	8367	488	5762	20117	9901	5337	22846	15119	12790	1847	7926	9707	10901	10310	6508	4107	4893	2548	7776	11165	6606	6236	8595	17599	5253	5187	4166	8067
"otu94"	18358	22525	8278	20187	15202	1902	20232	7301	3381	21708	9813	8247	11976	1759	4357	13539	7807	5055	7719	3214	4829	6882	1327	1346	11837	1332	18924	10166	2596	5456
"otu95"	2183	4424	4347	8397	13370	5434	1973	6957	14308	14761	20390	27532	21082	13985	1146	3155	2870	3571	10685	7019	2186	9886	6103	1400	31607	1776	8738	4908	333	743
"otu96"	8392	17255	10786	13401	31441	30347	13545	1736	8713	13798	49462	33753	4490	1158	8875	3105	5972	25953	2001	2202	15467	5460	2903	6111	8179	3553	2730	2392	7984	8872
"otu97"	34321	2153	1563	4239	518	16984	4807	7616	4531	2750	7201	1341	21486	7251	8988	21880	7977	2839	7292	9232	1740	3161	4591	5493	12293	14155	19464	8664	27501	6423
"otu98"	3288	2549	1410	1868	24291	12405	4336	2813	14954	2961	6549	15358	3010	3686	5217	2864	2293	7015	4273	7701	1270	21117	1010	17047	5155	32149	1079	7764	1665	597
"otu99"	3978	4949	2312	21547	14376	9305	23701	2617	3135	4864	12841	1945	13700	16686	10525	2742	50685	18229	13893	6109	3326	2698	1121	3403	5557	5034	3874	5987	21134	11349
