""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu59"	13	34	57	98	58	74	59	106	314	43	19	33	87	64	4	165	7	11	125	30	53	94	23	13	55	71	92	124	109	80
"otu6"	62	26	282	333	58	169	61	288	28	52	30	52	27	43	350	432	15	34	106	83	703	33	367	61	62	191	50	215	84	120
"otu60"	43	245	23	136	333	200	29	125	10	37	58	5	50	150	92	100	8	115	74	203	238	34	383	46	82	37	57	21	205	19
"otu61"	39	15	137	397	4	17	206	101	63	157	28	378	115	55	300	64	175	123	69	38	19	15	79	5	152	47	12	41	25	61
"otu62"	195	66	17	12	71	192	308	147	70	170	156	77	94	192	54	40	97	18	30	64	18	50	46	95	80	330	107	4	66	68
"otu63"	179	220	59	30	101	26	163	258	27	33	38	43	100	41	106	59	10	50	13	29	240	86	25	55	459	32	163	314	98	52
"otu64"	95	34	58	87	71	23	60	277	23	14	96	96	187	31	6	123	87	37	86	41	14	42	72	119	134	20	51	41	73	140
"otu65"	14	89	314	11	49	12	24	65	169	176	62	202	423	48	83	42	102	6	128	159	51	86	25	31	212	182	101	43	79	91
"otu66"	89	151	50	151	144	71	89	14	18	55	227	19	77	95	84	43	118	131	94	96	42	28	51	46	31	27	157	299	25	14
"otu67"	27	98	49	47	26	76	68	60	289	109	43	1285	479	512	68	46	115	1044	74	52	142	232	25	110	29	69	244	89	17	56
"otu68"	28	22	78	224	16	75	134	81	172	17	65	99	9	209	811	65	148	42	42	154	80	21	60	29	43	129	21	126	33	179
"otu69"	27	243	74	135	77	6	124	76	42	49	881	47	46	10	206	52	22	17	151	22	97	146	44	118	161	107	58	73	528	110
"otu7"	34	52	33	85	184	122	68	40	21	30	30	29	48	110	41	26	57	74	33	82	144	53	65	25	85	18	74	49	55	137
"otu70"	100	306	32	77	20	79	15	37	116	662	266	321	135	85	14	93	57	55	87	124	27	18	14	39	101	151	222	80	32	27
"otu71"	39	113	170	214	20	183	87	163	151	204	21	301	180	18	56	110	28	121	37	80	39	25	53	17	486	86	42	110	8	178
"otu72"	57	448	27	127	28	416	17	35	20	79	131	73	103	145	84	214	334	11	15	62	64	60	61	72	62	6	131	302	146	38
"otu73"	90	2	36	101	16	144	35	53	159	124	78	77	67	32	28	93	130	363	6	62	52	19	33	89	61	19	39	19	304	57
"otu74"	104	120	64	426	285	48	211	48	35	296	27	108	22	86	52	138	79	16	202	5	54	48	321	117	24	109	20	47	59	93
"otu75"	127	37	66	45	28	101	76	12	117	68	95	21	36	57	32	44	4	26	40	171	30	69	141	58	19	75	220	249	40	93
"otu76"	39	136	256	51	295	7	93	64	212	373	73	21	76	98	51	83	89	103	44	99	84	33	101	120	260	14	63	49	33	9
"otu77"	13	30	68	42	83	194	290	56	151	126	23	172	115	15	19	15	211	47	191	106	50	216	33	79	21	6	119	46	83	279
"otu78"	168	33	192	11	112	57	9	19	11	160	63	14	146	282	583	9	17	15	3	354	99	29	108	81	29	29	29	60	98	35
"otu79"	69	52	58	29	197	21	9	60	52	154	52	55	90	45	50	93	87	15	19	63	20	69	13	24	121	66	124	202	117	33
"otu8"	94	49	17	76	22	21	21	131	65	47	29	117	27	67	156	42	97	7	73	29	580	29	234	106	56	57	25	108	52	32
"otu80"	131	308	176	517	161	10	24	51	6	13	178	45	126	19	50	64	215	25	300	34	117	57	24	65	24	43	131	79	180	157
"otu81"	408	137	54	26	58	404	78	18	146	15	302	6	1411	215	111	62	100	70	11	76	137	8	25	34	65	77	17	30	75	136
"otu82"	45	18	125	46	72	112	44	78	30	48	18	115	20	122	21	6	52	239	82	317	5	8	27	33	89	169	50	79	36	25
"otu83"	82	13	51	104	111	119	15	46	38	341	59	62	42	176	55	30	78	8	22	52	142	15	98	526	317	163	198	48	45	40
"otu84"	28	17	69	65	224	542	136	90	168	5	62	86	11	64	37	60	580	52	49	111	477	7	93	124	121	105	20	22	123	133
"otu85"	126	21	26	62	29	101	1016	55	137	6	33	70	23	47	104	46	350	175	285	27	41	223	77	5	232	374	242	68	22	13
"otu86"	141	47	112	37	40	87	44	249	112	46	24	75	43	20	56	78	231	69	20	12	25	148	23	5	140	25	57	184	76	702
"otu87"	16	35	22	48	39	200	49	69	96	13	80	79	20	42	59	200	206	24	24	110	25	110	50	141	95	34	34	10	73	125
"otu88"	43	1	35	138	32	28	24	193	67	120	25	14	68	56	359	76	119	166	18	15	187	135	108	147	108	543	54	86	14	31
"otu89"	45	30	16	135	29	65	21	36	240	207	11	23	78	67	44	17	20	43	92	20	109	45	37	111	14	17	178	59	49	318
"otu9"	79	74	129	12	167	123	20	48	41	80	75	9	105	22	15	62	173	19	22	49	28	160	72	130	11	206	158	60	12	205
"otu90"	30	60	74	48	118	84	106	86	100	38	89	29	164	293	91	136	155	41	22	163	5	67	52	78	44	158	38	30	73	25
"otu91"	63	382	39	27	408	32	12	36	76	33	39	62	169	114	41	244	50	12	485	66	52	47	130	52	31	70	53	100	61	21
"otu92"	319	160	19	389	125	4	57	35	405	47	197	79	117	26	3	57	78	203	29	145	408	702	192	99	22	13	42	172	23	16
"otu93"	51	211	29	29	64	83	21	10	72	28	42	122	34	48	16	31	43	125	171	111	15	11	221	88	114	63	58	59	121	405
"otu94"	65	84	121	105	291	126	877	51	110	30	57	15	53	5	53	116	165	246	102	151	7	62	75	127	143	94	409	33	23	97
"otu95"	67	9	160	116	30	332	51	161	145	127	180	10	478	16	18	316	34	107	13	105	18	110	17	43	74	47	8	32	56	134
"otu96"	107	44	149	17	106	66	91	158	24	17	34	51	36	85	15	23	12	179	9	125	44	91	53	41	69	7	20	52	110	22
"otu97"	167	36	25	65	15	8	69	11	18	1293	372	81	52	30	20	70	8	16	64	261	67	304	72	58	235	22	320	67	73	73
"otu98"	37	38	19	33	4	16	48	215	342	22	13	101	28	20	21	23	21	189	78	69	73	69	38	221	129	96	32	196	96	258
"otu99"	189	178	93	13	86	19	238	47	5	35	73	29	14	54	25	10	77	481	73	38	27	3	114	32	46	17	268	74	51	53
